path,composition,minority,minority_count,majority,mixed,task_order,replicate_id,round,sender,receiver,sender_family,receiver_family,pair_type,sent,received,returned,return_proportion,zero_receipt
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_003_neutral_rep03.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,3,9,Agent_5,Agent_6,Sonnet,Sonnet,same,3.0,9.0,3.85,0.4277777777777778,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_003_neutral_rep03.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,3,9,Agent_1,Agent_4,GPT,Sonnet,cross,5.0,15.0,6.0,0.4,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_003_neutral_rep03.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,3,9,Agent_8,Agent_3,Sonnet,Sonnet,same,4.0,12.0,5.0,0.4166666666666667,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_003_neutral_rep03.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,3,10,Agent_4,Agent_8,Sonnet,Sonnet,same,3.5,10.5,4.7,0.44761904761904764,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_003_neutral_rep03.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,3,10,Agent_7,Agent_1,Sonnet,GPT,cross,2.5,7.5,2.34,0.312,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_003_neutral_rep03.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,3,10,Agent_6,Agent_5,Sonnet,Sonnet,same,3.5,10.5,4.2,0.4,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_003_neutral_rep03.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,3,10,Agent_3,Agent_2,Sonnet,GPT,cross,0.5,1.5,0.65,0.43333333333333335,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,1,Agent_8,Agent_2,Sonnet,GPT,cross,3.0,9.0,0.0,0.0,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,1,Agent_5,Agent_1,Sonnet,GPT,cross,3.0,9.0,0.0,0.0,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,1,Agent_7,Agent_4,Sonnet,Sonnet,same,3.0,9.0,4.5,0.5,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,1,Agent_6,Agent_3,Sonnet,Sonnet,same,3.0,9.0,3.5,0.3888888888888889,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,2,Agent_1,Agent_8,GPT,Sonnet,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,2,Agent_2,Agent_6,GPT,Sonnet,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,2,Agent_3,Agent_7,Sonnet,Sonnet,same,3.0,9.0,3.5,0.3888888888888889,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,2,Agent_4,Agent_5,Sonnet,Sonnet,same,2.5,7.5,2.4,0.32,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,3,Agent_4,Agent_3,Sonnet,Sonnet,same,3.0,9.0,3.25,0.3611111111111111,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,3,Agent_7,Agent_8,Sonnet,Sonnet,same,2.0,6.0,1.65,0.27499999999999997,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,3,Agent_5,Agent_2,Sonnet,GPT,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,3,Agent_1,Agent_6,GPT,Sonnet,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,4,Agent_2,Agent_1,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,4,Agent_3,Agent_7,Sonnet,Sonnet,same,2.5,7.5,2.6,0.3466666666666667,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,4,Agent_6,Agent_4,Sonnet,Sonnet,same,3.0,9.0,4.5,0.5,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,4,Agent_8,Agent_5,Sonnet,Sonnet,same,2.0,6.0,1.5,0.25,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,5,Agent_2,Agent_3,GPT,Sonnet,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,5,Agent_7,Agent_8,Sonnet,Sonnet,same,2.5,7.5,2.8,0.3733333333333333,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,5,Agent_6,Agent_5,Sonnet,Sonnet,same,2.0,6.0,1.45,0.24166666666666667,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,5,Agent_1,Agent_4,GPT,Sonnet,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,6,Agent_5,Agent_7,Sonnet,Sonnet,same,2.5,7.5,3.5,0.4666666666666667,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,6,Agent_4,Agent_2,Sonnet,GPT,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,6,Agent_3,Agent_1,Sonnet,GPT,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,6,Agent_8,Agent_6,Sonnet,Sonnet,same,2.5,7.5,3.0,0.4,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,7,Agent_2,Agent_5,GPT,Sonnet,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,7,Agent_8,Agent_6,Sonnet,Sonnet,same,3.0,9.0,3.5,0.3888888888888889,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,7,Agent_1,Agent_7,GPT,Sonnet,cross,5.0,15.0,6.0,0.4,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,7,Agent_4,Agent_3,Sonnet,Sonnet,same,2.5,7.5,3.5,0.4666666666666667,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,8,Agent_5,Agent_1,Sonnet,GPT,cross,3.5,10.5,0.0,0.0,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,8,Agent_7,Agent_2,Sonnet,GPT,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,8,Agent_6,Agent_4,Sonnet,Sonnet,same,2.5,7.5,3.5,0.4666666666666667,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,8,Agent_3,Agent_8,Sonnet,Sonnet,same,3.0,9.0,3.8,0.4222222222222222,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,9,Agent_7,Agent_6,Sonnet,Sonnet,same,2.5,7.5,2.5,0.3333333333333333,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,9,Agent_5,Agent_4,Sonnet,Sonnet,same,3.0,9.0,4.0,0.4444444444444444,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,9,Agent_1,Agent_3,GPT,Sonnet,cross,5.0,15.0,7.0,0.4666666666666667,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,9,Agent_8,Agent_2,Sonnet,GPT,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,10,Agent_4,Agent_8,Sonnet,Sonnet,same,2.5,7.5,2.7,0.36000000000000004,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,10,Agent_6,Agent_7,Sonnet,Sonnet,same,2.5,7.5,3.0,0.4,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,10,Agent_3,Agent_5,Sonnet,Sonnet,same,3.0,9.0,4.14,0.45999999999999996,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt2_sonnet6_n5_004_neutral_rep04.json,2 GPT + 6 Sonnet,GPT,2,Sonnet,True,game,4,10,Agent_2,Agent_1,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,1,Agent_4,Agent_5,GPT,Sonnet,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,1,Agent_6,Agent_7,Sonnet,Sonnet,same,3.0,9.0,1.75,0.19444444444444445,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,1,Agent_1,Agent_8,GPT,Sonnet,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,1,Agent_2,Agent_3,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,2,Agent_3,Agent_1,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,2,Agent_7,Agent_4,Sonnet,GPT,cross,1.0,3.0,0.0,0.0,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,2,Agent_5,Agent_2,Sonnet,GPT,cross,2.0,6.0,0.0,0.0,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,2,Agent_8,Agent_6,Sonnet,Sonnet,same,2.0,6.0,1.8,0.3,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,3,Agent_3,Agent_8,GPT,Sonnet,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,3,Agent_4,Agent_6,GPT,Sonnet,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,3,Agent_7,Agent_2,Sonnet,GPT,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,3,Agent_5,Agent_1,Sonnet,GPT,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,4,Agent_2,Agent_4,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,4,Agent_8,Agent_7,Sonnet,Sonnet,same,2.0,6.0,1.0,0.16666666666666666,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,4,Agent_6,Agent_3,Sonnet,GPT,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,4,Agent_1,Agent_5,GPT,Sonnet,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,5,Agent_4,Agent_1,GPT,GPT,same,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,5,Agent_8,Agent_2,Sonnet,GPT,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,5,Agent_3,Agent_6,GPT,Sonnet,cross,0.0,0.0,0.0,,1.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,5,Agent_7,Agent_5,Sonnet,Sonnet,same,2.0,6.0,2.5,0.4166666666666667,0.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/mixed_pop_game_gpt4_sonnet4_n5_000_neutral_rep00.json,4 GPT + 4 Sonnet,GPT,4,Sonnet,True,game,0,6,Agent_2,Agent_3,GPT,GPT,same,0.0,0.0,0.0,,1.0
