path,composition,mixed,first_sender_family,task_order,replicate_id,round,sender_family,receiver_family,sent,received,returned,return_proportion,zero_receipt,sender_payoff,receiver_payoff,balance_Agent_1,balance_Agent_2,family_Agent_1,family_Agent_2,total_balance
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_001_neutral_rep02.json,Sonnet+Gemini,True,Sonnet,game,2,4,Gemini,Sonnet,4.5,13.5,4.0,0.2962962962962963,0.0,4.5,9.5,27.06,22.94,Sonnet,Gemini,50.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_001_neutral_rep02.json,Sonnet+Gemini,True,Sonnet,game,2,5,Sonnet,Gemini,3.5,10.5,2.9,0.2761904761904762,0.0,4.4,7.6,31.46,30.54,Sonnet,Gemini,62.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_001_neutral_rep02.json,Sonnet+Gemini,True,Sonnet,game,2,6,Gemini,Sonnet,4.5,13.5,4.0,0.2962962962962963,0.0,4.5,9.5,40.96,35.04,Sonnet,Gemini,76.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_001_neutral_rep02.json,Sonnet+Gemini,True,Sonnet,game,2,7,Sonnet,Gemini,3.6,10.8,3.7,0.34259259259259256,0.0,5.1,7.1000000000000005,46.06,42.14,Sonnet,Gemini,88.2
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_001_neutral_rep02.json,Sonnet+Gemini,True,Sonnet,game,2,8,Gemini,Sonnet,4.5,13.5,4.5,0.3333333333333333,0.0,5.0,9.0,55.06,47.14,Sonnet,Gemini,102.2
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_001_neutral_rep02.json,Sonnet+Gemini,True,Sonnet,game,2,9,Sonnet,Gemini,3.7,11.100000000000001,3.7,0.3333333333333333,0.0,5.0,7.400000000000001,60.06,54.54,Sonnet,Gemini,114.6
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_001_neutral_rep02.json,Sonnet+Gemini,True,Sonnet,game,2,10,Gemini,Sonnet,4.5,13.5,4.4,0.32592592592592595,0.0,4.9,9.1,69.16,59.44,Sonnet,Gemini,128.6
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,True,Sonnet,game,4,1,Sonnet,Gemini,3.0,9.0,3.63,0.4033333333333333,0.0,5.63,5.37,5.63,5.37,Sonnet,Gemini,11.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,True,Sonnet,game,4,2,Gemini,Sonnet,5.0,15.0,6.8,0.4533333333333333,0.0,6.8,8.2,13.829999999999998,12.17,Sonnet,Gemini,26.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,True,Sonnet,game,4,3,Sonnet,Gemini,4.0,12.0,4.71,0.3925,0.0,5.71,7.29,19.54,19.46,Sonnet,Gemini,39.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,True,Sonnet,game,4,4,Gemini,Sonnet,5.0,15.0,7.14,0.476,0.0,7.14,7.86,27.4,26.6,Sonnet,Gemini,54.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,True,Sonnet,game,4,5,Sonnet,Gemini,4.5,13.5,5.925,0.4388888888888889,0.0,6.425,7.575,33.824999999999996,34.175000000000004,Sonnet,Gemini,68.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,True,Sonnet,game,4,6,Gemini,Sonnet,5.0,15.0,7.5,0.5,0.0,7.5,7.5,41.324999999999996,41.675000000000004,Sonnet,Gemini,83.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,True,Sonnet,game,4,7,Sonnet,Gemini,4.75,14.25,6.51,0.4568421052631579,0.0,6.76,7.74,48.084999999999994,49.415000000000006,Sonnet,Gemini,97.5
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,True,Sonnet,game,4,8,Gemini,Sonnet,5.0,15.0,7.0,0.4666666666666667,0.0,7.0,8.0,56.084999999999994,56.415000000000006,Sonnet,Gemini,112.5
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,True,Sonnet,game,4,9,Sonnet,Gemini,4.8,14.399999999999999,5.97,0.41458333333333336,0.0,6.17,8.43,62.254999999999995,64.845,Sonnet,Gemini,127.1
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,True,Sonnet,game,4,10,Gemini,Sonnet,5.0,15.0,6.5,0.43333333333333335,0.0,6.5,8.5,70.755,71.345,Sonnet,Gemini,142.1
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,True,Sonnet,game,0,1,Sonnet,GPT,3.0,9.0,0.0,0.0,0.0,2.0,9.0,2.0,9.0,Sonnet,GPT,11.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,True,Sonnet,game,0,2,GPT,Sonnet,0.0,0.0,0.0,,1.0,5.0,0.0,2.0,14.0,Sonnet,GPT,16.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,True,Sonnet,game,0,3,Sonnet,GPT,2.0,6.0,0.0,0.0,0.0,3.0,6.0,5.0,20.0,Sonnet,GPT,25.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,True,Sonnet,game,0,4,GPT,Sonnet,0.0,0.0,0.0,,1.0,5.0,0.0,5.0,25.0,Sonnet,GPT,30.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,True,Sonnet,game,0,5,Sonnet,GPT,1.0,3.0,0.0,0.0,0.0,4.0,3.0,9.0,28.0,Sonnet,GPT,37.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,True,Sonnet,game,0,6,GPT,Sonnet,0.0,0.0,0.0,,1.0,5.0,0.0,9.0,33.0,Sonnet,GPT,42.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,True,Sonnet,game,0,7,Sonnet,GPT,1.0,3.0,0.0,0.0,0.0,4.0,3.0,13.0,36.0,Sonnet,GPT,49.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,True,Sonnet,game,0,8,GPT,Sonnet,0.0,0.0,0.0,,1.0,5.0,0.0,13.0,41.0,Sonnet,GPT,54.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,True,Sonnet,game,0,9,Sonnet,GPT,0.0,0.0,0.0,,1.0,5.0,0.0,18.0,41.0,Sonnet,GPT,59.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,True,Sonnet,game,0,10,GPT,Sonnet,0.0,0.0,0.0,,1.0,5.0,0.0,18.0,46.0,Sonnet,GPT,64.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,True,Sonnet,game,2,1,Sonnet,GPT,3.0,9.0,0.0,0.0,0.0,2.0,9.0,2.0,9.0,Sonnet,GPT,11.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,True,Sonnet,game,2,2,GPT,Sonnet,0.0,0.0,0.0,,1.0,5.0,0.0,2.0,14.0,Sonnet,GPT,16.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,True,Sonnet,game,2,3,Sonnet,GPT,2.0,6.0,0.0,0.0,0.0,3.0,6.0,5.0,20.0,Sonnet,GPT,25.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,True,Sonnet,game,2,4,GPT,Sonnet,0.0,0.0,0.0,,1.0,5.0,0.0,5.0,25.0,Sonnet,GPT,30.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,True,Sonnet,game,2,5,Sonnet,GPT,0.0,0.0,0.0,,1.0,5.0,0.0,10.0,25.0,Sonnet,GPT,35.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,True,Sonnet,game,2,6,GPT,Sonnet,0.0,0.0,0.0,,1.0,5.0,0.0,10.0,30.0,Sonnet,GPT,40.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,True,Sonnet,game,2,7,Sonnet,GPT,0.0,0.0,0.0,,1.0,5.0,0.0,15.0,30.0,Sonnet,GPT,45.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,True,Sonnet,game,2,8,GPT,Sonnet,0.0,0.0,0.0,,1.0,5.0,0.0,15.0,35.0,Sonnet,GPT,50.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,True,Sonnet,game,2,9,Sonnet,GPT,0.0,0.0,0.0,,1.0,5.0,0.0,20.0,35.0,Sonnet,GPT,55.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,True,Sonnet,game,2,10,GPT,Sonnet,0.0,0.0,0.0,,1.0,5.0,0.0,20.0,40.0,Sonnet,GPT,60.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_002_neutral_rep04.json,Sonnet+GPT,True,Sonnet,game,4,1,Sonnet,GPT,3.0,9.0,0.0,0.0,0.0,2.0,9.0,2.0,9.0,Sonnet,GPT,11.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_002_neutral_rep04.json,Sonnet+GPT,True,Sonnet,game,4,2,GPT,Sonnet,0.0,0.0,0.0,,1.0,5.0,0.0,2.0,14.0,Sonnet,GPT,16.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_002_neutral_rep04.json,Sonnet+GPT,True,Sonnet,game,4,3,Sonnet,GPT,2.0,6.0,0.0,0.0,0.0,3.0,6.0,5.0,20.0,Sonnet,GPT,25.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_002_neutral_rep04.json,Sonnet+GPT,True,Sonnet,game,4,4,GPT,Sonnet,0.0,0.0,0.0,,1.0,5.0,0.0,5.0,25.0,Sonnet,GPT,30.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_002_neutral_rep04.json,Sonnet+GPT,True,Sonnet,game,4,5,Sonnet,GPT,0.0,0.0,0.0,,1.0,5.0,0.0,10.0,25.0,Sonnet,GPT,35.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_002_neutral_rep04.json,Sonnet+GPT,True,Sonnet,game,4,6,GPT,Sonnet,0.0,0.0,0.0,,1.0,5.0,0.0,10.0,30.0,Sonnet,GPT,40.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_002_neutral_rep04.json,Sonnet+GPT,True,Sonnet,game,4,7,Sonnet,GPT,0.0,0.0,0.0,,1.0,5.0,0.0,15.0,30.0,Sonnet,GPT,45.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_002_neutral_rep04.json,Sonnet+GPT,True,Sonnet,game,4,8,GPT,Sonnet,0.0,0.0,0.0,,1.0,5.0,0.0,15.0,35.0,Sonnet,GPT,50.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_002_neutral_rep04.json,Sonnet+GPT,True,Sonnet,game,4,9,Sonnet,GPT,0.0,0.0,0.0,,1.0,5.0,0.0,20.0,35.0,Sonnet,GPT,55.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_002_neutral_rep04.json,Sonnet+GPT,True,Sonnet,game,4,10,GPT,Sonnet,0.0,0.0,0.0,,1.0,5.0,0.0,20.0,40.0,Sonnet,GPT,60.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,True,Gemini,myth_game,0,1,Gemini,GPT,5.0,15.0,4.62,0.308,0.0,4.62,10.379999999999999,4.62,10.379999999999999,Gemini,GPT,15.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,True,Gemini,myth_game,0,2,GPT,Gemini,4.62,13.86,5.54,0.39971139971139974,0.0,5.92,8.32,12.940000000000001,16.299999999999997,Gemini,GPT,29.24
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,True,Gemini,myth_game,0,3,Gemini,GPT,5.0,15.0,7.15,0.4766666666666667,0.0,7.15,7.85,20.090000000000003,24.15,Gemini,GPT,44.24
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,True,Gemini,myth_game,0,4,GPT,Gemini,5.0,15.0,7.22,0.48133333333333334,0.0,7.22,7.78,27.870000000000005,31.369999999999997,Gemini,GPT,59.24
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,True,Gemini,myth_game,0,5,Gemini,GPT,5.0,15.0,6.92,0.4613333333333333,0.0,6.92,8.08,34.790000000000006,39.449999999999996,Gemini,GPT,74.24000000000001
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,True,Gemini,myth_game,0,6,GPT,Gemini,5.0,15.0,7.32,0.48800000000000004,0.0,7.32,7.68,42.470000000000006,46.769999999999996,Gemini,GPT,89.24000000000001
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,True,Gemini,myth_game,0,7,Gemini,GPT,5.0,15.0,6.78,0.452,0.0,6.78,8.219999999999999,49.25000000000001,54.989999999999995,Gemini,GPT,104.24000000000001
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,True,Gemini,myth_game,0,8,GPT,Gemini,5.0,15.0,6.39,0.426,0.0,6.39,8.61,57.86000000000001,61.379999999999995,Gemini,GPT,119.24000000000001
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,True,Gemini,myth_game,0,9,Gemini,GPT,5.0,15.0,7.17,0.478,0.0,7.17,7.83,65.03,69.21,Gemini,GPT,134.24
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+GPT,True,Gemini,myth_game,0,10,GPT,Gemini,5.0,15.0,6.795,0.453,0.0,6.795,8.205,73.235,76.005,Gemini,GPT,149.24
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,True,Gemini,myth_game,2,1,Gemini,GPT,5.0,15.0,7.26,0.484,0.0,7.26,7.74,7.26,7.74,Gemini,GPT,15.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,True,Gemini,myth_game,2,2,GPT,Gemini,5.0,15.0,7.02,0.46799999999999997,0.0,7.02,7.98,15.24,14.76,Gemini,GPT,30.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,True,Gemini,myth_game,2,3,Gemini,GPT,5.0,15.0,6.225,0.415,0.0,6.225,8.775,21.465,23.535,Gemini,GPT,45.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,True,Gemini,myth_game,2,4,GPT,Gemini,5.0,15.0,6.06,0.40399999999999997,0.0,6.06,8.940000000000001,30.405,29.595,Gemini,GPT,60.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,True,Gemini,myth_game,2,5,Gemini,GPT,5.0,15.0,6.18,0.412,0.0,6.18,8.82,36.585,38.415,Gemini,GPT,75.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,True,Gemini,myth_game,2,6,GPT,Gemini,5.0,15.0,6.25,0.4166666666666667,0.0,6.25,8.75,45.335,44.665,Gemini,GPT,90.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Gemini+GPT,True,Gemini,myth_game,2,7,Gemini,GPT,5.0,15.0,6.74,0.44933333333333336,0.0,6.74,8.26,52.075,52.925,Gemini,GPT,105.0
