metric,model,num_agents,treatment,agent_scope,task_order,round,mean,std,n_runs
send_fraction,anthropic/claude-sonnet-4.5,2,random25,all,myth_game,3,0.72,0.4382,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,all,myth_game,4,0.608,0.3607,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,all,myth_game,5,0.44,0.4561,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,all,myth_game,6,0.62,0.3633,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,all,myth_game,7,0.28,0.3899,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,all,myth_game,8,0.6,0.2449,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,all,myth_game,9,0.44,0.4099,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,all,myth_game,10,0.3,0.4472,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,game,1,0.52,0.0975,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,game,2,0.33,0.057,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,game,3,0.32,0.0818,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,game,4,0.285,0.0285,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,game,5,0.315,0.0602,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,game,6,0.275,0.0395,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,game,7,0.345,0.0758,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,game,8,0.29,0.0487,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,game,9,0.22,0.0716,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,game,10,0.24,0.0137,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,game_myth,1,0.53,0.0671,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,game_myth,2,0.375,0.1,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,game_myth,3,0.415,0.0978,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,game_myth,4,0.3375,0.0612,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,game_myth,5,0.3925,0.1022,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,game_myth,6,0.3525,0.0185,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,game_myth,7,0.415,0.1154,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,game_myth,8,0.3875,0.0976,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,game_myth,9,0.345,0.0873,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,game_myth,10,0.3175,0.1191,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,myth_game,1,0.68,0.1351,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,myth_game,2,0.4775,0.1282,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,myth_game,3,0.463,0.064,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,myth_game,4,0.435,0.0994,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,myth_game,5,0.4225,0.141,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,myth_game,6,0.39,0.0962,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,myth_game,7,0.475,0.1075,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,myth_game,8,0.455,0.0737,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,myth_game,9,0.42,0.0481,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,all,myth_game,10,0.34,0.0379,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,game,1,0.2,0.4472,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,game,2,0.2,0.4472,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,game,3,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,game,4,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,game,5,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,game,6,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,game,7,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,game,8,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,game,9,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,game,10,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,game_myth,1,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,game_myth,2,0.2,0.2828,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,game_myth,3,0.1396,0.1336,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,game_myth,4,0.36,0.4336,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,game_myth,5,0.26,0.2408,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,game_myth,6,0.5884,0.4318,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,game_myth,7,0.1952,0.2744,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,game_myth,8,0.5084,0.369,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,game_myth,9,0.3552,0.2554,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,game_myth,10,0.1,0.1732,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,myth_game,1,0.52,0.502,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,myth_game,2,0.6924,0.2337,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,myth_game,3,0.52,0.502,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,myth_game,4,0.1952,0.4365,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,myth_game,5,0.2,0.4472,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,myth_game,6,0.29,0.314,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,myth_game,7,0.28,0.3899,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,myth_game,8,0.4,0.2449,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,myth_game,9,0.52,0.502,5
send_fraction,openai/gpt-5-nano,2,random25,ordinary,myth_game,10,0.32,0.4604,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,game,1,0.04,0.0894,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,game,2,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,game,3,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,game,4,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,game,5,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,game,6,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,game,7,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,game,8,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,game,9,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,game,10,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,game_myth,1,0.1033,0.1416,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,game_myth,2,0.2467,0.294,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,game_myth,3,0.3267,0.3989,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,game_myth,4,0.0267,0.0596,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,game_myth,5,0.19,0.2074,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,game_myth,6,0.25,0.433,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,game_myth,7,0.2533,0.4331,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,game_myth,8,0.2667,0.2789,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,game_myth,9,0.0426,0.0953,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,game_myth,10,0.25,0.3536,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,myth_game,1,0.6867,0.1905,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,myth_game,2,0.4167,0.2754,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,myth_game,3,0.2211,0.1441,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,myth_game,4,0.06,0.1342,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,myth_game,5,0.21,0.2133,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,myth_game,6,0.05,0.1118,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,myth_game,7,0.0667,0.1491,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,myth_game,8,0.2667,0.4346,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,myth_game,9,0.1,0.2236,5
send_fraction,openai/gpt-5-nano,8,defectors25,ordinary,myth_game,10,0.2,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,game,1,0.8,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,game,2,1.0,0.0,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,game,3,0.8,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,game,4,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,game,5,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,game,6,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,game,7,0.0,0.0,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,game,8,0.2,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,game,9,0.2,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,game,10,0.0,0.0,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,game_myth,1,0.8,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,game_myth,2,1.0,0.0,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,game_myth,3,0.6,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,game_myth,4,0.6,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,game_myth,5,0.2,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,game_myth,6,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,game_myth,7,0.2,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,game_myth,8,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,game_myth,9,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,game_myth,10,0.2,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,myth_game,1,0.8,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,myth_game,2,1.0,0.0,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,myth_game,3,0.6,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,myth_game,4,0.8,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,myth_game,5,0.2,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,myth_game,6,0.6,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,myth_game,7,0.2,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,myth_game,8,1.0,0.0,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,myth_game,9,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random25,ordinary,myth_game,10,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,game,1,1.0,0.0,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,game,2,0.9467,0.1193,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,game,3,0.7333,0.2528,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,game,4,0.8667,0.1826,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,game,5,0.9,0.2236,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,game,6,0.7333,0.2528,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,game,7,0.8,0.1826,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,game,8,0.8,0.1826,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,game,9,0.6333,0.2173,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,game,10,0.85,0.2236,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,game_myth,1,1.0,0.0,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,game_myth,2,1.0,0.0,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,game_myth,3,0.7833,0.2173,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,game_myth,4,0.8667,0.1826,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,game_myth,5,0.8833,0.1624,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,game_myth,6,0.7667,0.2236,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,game_myth,7,0.8,0.1826,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,game_myth,8,0.8,0.1826,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,game_myth,9,0.8,0.2092,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,game_myth,10,0.8833,0.1624,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,myth_game,1,1.0,0.0,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,myth_game,2,1.0,0.0,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,myth_game,3,0.7833,0.2173,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,myth_game,4,0.8667,0.1826,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,myth_game,5,1.0,0.0,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,myth_game,6,0.8167,0.1708,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,myth_game,7,0.8,0.1826,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,myth_game,8,0.8667,0.1826,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,myth_game,9,0.6833,0.2075,5
send_fraction,google/gemini-3.7-flash,8,defectors25,ordinary,myth_game,10,0.85,0.2236,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,game,1,0.48,0.2683,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,game,2,0.56,0.0548,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,game,3,0.44,0.2608,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,game,4,0.31,0.2302,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,game,5,0.18,0.249,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,game,6,0.16,0.2302,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,game,7,0.18,0.249,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,game,8,0.18,0.249,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,game,9,0.16,0.2191,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,game,10,0.04,0.0894,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,game_myth,1,0.48,0.2683,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,game_myth,2,0.54,0.0548,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,game_myth,3,0.36,0.3362,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,game_myth,4,0.48,0.295,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,game_myth,5,0.26,0.3715,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,game_myth,6,0.42,0.4266,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,game_myth,7,0.2,0.4472,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,game_myth,8,0.74,0.2408,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,game_myth,9,0.6,0.3742,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,game_myth,10,0.22,0.3033,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,myth_game,1,0.8,0.4472,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,myth_game,2,0.82,0.1351,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,myth_game,3,0.72,0.4382,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,myth_game,4,0.608,0.3607,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,myth_game,5,0.44,0.4561,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,myth_game,6,0.62,0.3633,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,myth_game,7,0.28,0.3899,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,myth_game,8,0.6,0.2449,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,myth_game,9,0.44,0.4099,5
send_fraction,anthropic/claude-sonnet-4.5,2,random25,ordinary,myth_game,10,0.3,0.4472,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,game,1,0.61,0.0224,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,game,2,0.5133,0.0558,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,game,3,0.385,0.127,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,game,4,0.45,0.0745,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,game,5,0.4733,0.1228,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,game,6,0.3667,0.123,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,game,7,0.46,0.1011,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,game,8,0.3867,0.065,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,game,9,0.2567,0.0308,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,game,10,0.4017,0.12,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,game_myth,1,0.6267,0.0365,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,game_myth,2,0.5733,0.0641,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,game_myth,3,0.4983,0.147,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,game_myth,4,0.5367,0.1411,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,game_myth,5,0.5833,0.1565,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,game_myth,6,0.4658,0.1216,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,game_myth,7,0.5533,0.1538,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,game_myth,8,0.5167,0.1302,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,game_myth,9,0.435,0.1636,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,game_myth,10,0.4883,0.1023,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,myth_game,1,0.8033,0.1325,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,myth_game,2,0.7367,0.1288,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,myth_game,3,0.5613,0.1389,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,myth_game,4,0.6867,0.1709,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,myth_game,5,0.6367,0.2302,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,myth_game,6,0.5067,0.1479,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,myth_game,7,0.6333,0.1434,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,myth_game,8,0.6067,0.0983,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,myth_game,9,0.5283,0.1703,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors25,ordinary,myth_game,10,0.5533,0.1139,5
send_fraction,openai/gpt-5-nano,2,random50,all,game,1,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,all,game,2,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,all,game,3,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,all,game,4,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,all,game,5,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,all,game,6,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,all,game,7,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,all,game,8,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,all,game,9,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,all,game,10,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,all,game_myth,1,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,all,game_myth,2,0.28,0.4382,5
send_fraction,openai/gpt-5-nano,2,random50,all,game_myth,3,0.16,0.2191,5
send_fraction,openai/gpt-5-nano,2,random50,all,game_myth,4,0.16,0.2608,5
send_fraction,openai/gpt-5-nano,2,random50,all,game_myth,5,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,all,game_myth,6,0.12,0.1789,5
send_fraction,openai/gpt-5-nano,2,random50,all,game_myth,7,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,all,game_myth,8,0.04,0.0894,5
send_fraction,openai/gpt-5-nano,2,random50,all,game_myth,9,0.08,0.1095,5
send_fraction,openai/gpt-5-nano,2,random50,all,game_myth,10,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,all,myth_game,1,0.4,0.4243,5
send_fraction,openai/gpt-5-nano,2,random50,all,myth_game,2,0.5,0.3,5
send_fraction,openai/gpt-5-nano,2,random50,all,myth_game,3,0.1396,0.2183,5
send_fraction,openai/gpt-5-nano,2,random50,all,myth_game,4,0.28,0.4382,5
send_fraction,openai/gpt-5-nano,2,random50,all,myth_game,5,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,all,myth_game,6,0.08,0.1789,5
send_fraction,openai/gpt-5-nano,2,random50,all,myth_game,7,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,all,myth_game,8,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,all,myth_game,9,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,all,myth_game,10,0.12,0.2683,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,game,1,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,game,2,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,game,3,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,game,4,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,game,5,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,game,6,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,game,7,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,game,8,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,game,9,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,game,10,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,game_myth,1,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,game_myth,2,0.03,0.0274,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,game_myth,3,0.01,0.0224,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,game_myth,4,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,game_myth,5,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,game_myth,6,0.01,0.0224,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,game_myth,7,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,game_myth,8,0.03,0.0447,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,game_myth,9,0.02,0.0447,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,game_myth,10,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,myth_game,1,0.365,0.0418,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,myth_game,2,0.245,0.2308,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,myth_game,3,0.09,0.1084,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,myth_game,4,0.07,0.1095,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,myth_game,5,0.1,0.2236,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,myth_game,6,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,myth_game,7,0.05,0.1118,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,myth_game,8,0.05,0.1118,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,myth_game,9,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,all,myth_game,10,0.0,0.0,5
send_fraction,google/gemini-3.7-flash,2,random50,all,game,1,0.6,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,all,game,2,0.6,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,all,game,3,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,all,game,4,0.2,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random50,all,game,5,0.2,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random50,all,game,6,0.0,0.0,5
send_fraction,google/gemini-3.7-flash,2,random50,all,game,7,0.0,0.0,5
send_fraction,google/gemini-3.7-flash,2,random50,all,game,8,0.0,0.0,5
send_fraction,google/gemini-3.7-flash,2,random50,all,game,9,0.0,0.0,5
send_fraction,google/gemini-3.7-flash,2,random50,all,game,10,0.0,0.0,5
send_fraction,google/gemini-3.7-flash,2,random50,all,game_myth,1,0.6,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,all,game_myth,2,0.6,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,all,game_myth,3,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,all,game_myth,4,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,all,game_myth,5,0.24,0.4336,5
send_fraction,google/gemini-3.7-flash,2,random50,all,game_myth,6,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,all,game_myth,7,0.2,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random50,all,game_myth,8,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,all,game_myth,9,0.2,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random50,all,game_myth,10,0.0,0.0,5
send_fraction,google/gemini-3.7-flash,2,random50,all,myth_game,1,0.6,0.5477,5
