setting,path,composition,task_order,round,send_fraction,return_ratio
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,1,0.6,0.30444444444444446
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,2,0.6,0.3888888888888889
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,3,0.6,0.8233333333333334
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,4,0.7,0.5714285714285714
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,5,0.7,0.7057142857142857
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,6,1.0,0.5666666666666667
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,7,0.9,0.7111111111111111
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,8,1.0,0.5
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,9,0.8800000000000001,0.6439393939393939
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,10,0.9,0.5333333333333333
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,1,0.6,0.0
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,2,0.6,0.4444444444444444
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,3,0.6,0.3333333333333333
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,4,0.6,0.3333333333333333
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,5,0.6,0.35333333333333333
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,6,0.6,0.3611111111111111
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,7,0.6,0.41555555555555557
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,8,1.0,0.44933333333333336
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,9,0.6,0.39555555555555555
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,10,1.0,0.442
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,1,0.6,0.0
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,2,0.064,0.0
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,3,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,4,0.1,0.2333333333333333
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,5,0.1,0.0
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,6,0.1,0.43333333333333335
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,7,0.16,0.16666666666666666
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,8,0.08,0.041666666666666664
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,9,0.08,0.0
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_myth_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_game_myth_sonnet_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Sonnet+GPT,game_myth,10,0.08,0.0
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_000_neutral_rep00.json,Sonnet+Gemini,game,1,0.6,0.4366666666666667
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_000_neutral_rep00.json,Sonnet+Gemini,game,2,1.0,0.4
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_000_neutral_rep00.json,Sonnet+Gemini,game,3,0.8,0.43416666666666665
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_000_neutral_rep00.json,Sonnet+Gemini,game,4,1.0,0.5
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_000_neutral_rep00.json,Sonnet+Gemini,game,5,0.9,0.457037037037037
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_000_neutral_rep00.json,Sonnet+Gemini,game,6,1.0,0.5
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_000_neutral_rep00.json,Sonnet+Gemini,game,7,0.9,0.4466666666666667
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_000_neutral_rep00.json,Sonnet+Gemini,game,8,1.0,0.43333333333333335
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_000_neutral_rep00.json,Sonnet+Gemini,game,9,0.9,0.47555555555555556
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_000_neutral_rep00.json,Sonnet+Gemini,game,10,1.0,0.4533333333333333
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_001_neutral_rep02.json,Sonnet+Gemini,game,1,0.6,0.3622222222222222
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_001_neutral_rep02.json,Sonnet+Gemini,game,2,0.8,0.3333333333333333
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_001_neutral_rep02.json,Sonnet+Gemini,game,3,0.7,0.26666666666666666
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_001_neutral_rep02.json,Sonnet+Gemini,game,4,0.9,0.2962962962962963
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_001_neutral_rep02.json,Sonnet+Gemini,game,5,0.7,0.2761904761904762
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_001_neutral_rep02.json,Sonnet+Gemini,game,6,0.9,0.2962962962962963
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_001_neutral_rep02.json,Sonnet+Gemini,game,7,0.72,0.34259259259259256
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_001_neutral_rep02.json,Sonnet+Gemini,game,8,0.9,0.3333333333333333
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_001_neutral_rep02.json,Sonnet+Gemini,game,9,0.74,0.33333333333333337
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_001_neutral_rep02.json,Sonnet+Gemini,game,10,0.9,0.32592592592592595
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,game,1,0.6,0.4033333333333333
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,game,2,1.0,0.4533333333333333
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,game,3,0.8,0.3925
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,game,4,1.0,0.476
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,game,5,0.9,0.4388888888888889
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,game,6,1.0,0.5
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,game,7,0.95,0.4568421052631579
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,game,8,1.0,0.4666666666666667
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,game,9,0.96,0.4145833333333333
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gemini_n3_002_neutral_rep04.json,Sonnet+Gemini,game,10,1.0,0.43333333333333335
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,game,1,0.6,0.0
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,game,2,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,game,3,0.4,0.0
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,game,4,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,game,5,0.2,0.0
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,game,6,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,game,7,0.2,0.0
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,game,8,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,game,9,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_000_neutral_rep00.json,Sonnet+GPT,game,10,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,game,1,0.6,0.0
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,game,2,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,game,3,0.4,0.0
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,game,4,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,game,5,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,game,6,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,game,7,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,game,8,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,game,9,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_001_neutral_rep02.json,Sonnet+GPT,game,10,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_002_neutral_rep04.json,Sonnet+GPT,game,1,0.6,0.0
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_002_neutral_rep04.json,Sonnet+GPT,game,2,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_002_neutral_rep04.json,Sonnet+GPT,game,3,0.4,0.0
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_002_neutral_rep04.json,Sonnet+GPT,game,4,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_002_neutral_rep04.json,Sonnet+GPT,game,5,0.0,
dyad,data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_sonnet_gpt_n3_002_neutral_rep04.json,Sonnet+GPT,game,6,0.0,
