path,composition,mixed,task_order,replicate_id,family,metric,n_decisions,value
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_sonnet_n3_002_neutral_rep05_memtest_memory_primary_anything.json,Sonnet+Gemini,True,myth_game,5,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gemini_sonnet_n3_002_neutral_rep05_memtest_memory_primary_anything.json,Sonnet+Gemini,True,myth_game,5,Sonnet,sent,5,4.9
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gpt_gemini_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Gemini+GPT,True,myth_game,1,GPT,sent,5,4.4
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gpt_gemini_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Gemini+GPT,True,myth_game,1,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gpt_gemini_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Gemini+GPT,True,myth_game,3,GPT,sent,5,4.4
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gpt_gemini_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Gemini+GPT,True,myth_game,3,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gpt_gemini_n3_002_neutral_rep05_memtest_memory_primary_anything.json,Gemini+GPT,True,myth_game,5,GPT,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gpt_gemini_n3/gpt-5-nano+gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gpt_gemini_n3_002_neutral_rep05_memtest_memory_primary_anything.json,Gemini+GPT,True,myth_game,5,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gpt_sonnet_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Sonnet+GPT,True,myth_game,1,GPT,sent,5,3.2
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gpt_sonnet_n3_000_neutral_rep01_memtest_memory_primary_anything.json,Sonnet+GPT,True,myth_game,1,Sonnet,sent,5,3.02
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gpt_sonnet_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Sonnet+GPT,True,myth_game,3,GPT,sent,5,4.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gpt_sonnet_n3_001_neutral_rep03_memtest_memory_primary_anything.json,Sonnet+GPT,True,myth_game,3,Sonnet,sent,5,3.9
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gpt_sonnet_n3_002_neutral_rep05_memtest_memory_primary_anything.json,Sonnet+GPT,True,myth_game,5,GPT,sent,5,2.2
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_gpt_sonnet_n3/gpt-5-nano+claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_gpt_sonnet_n3_002_neutral_rep05_memtest_memory_primary_anything.json,Sonnet+GPT,True,myth_game,5,Sonnet,sent,5,2.23
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_sonnet_gemini_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Sonnet+Gemini,True,myth_game,0,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_sonnet_gemini_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Sonnet+Gemini,True,myth_game,0,Sonnet,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_sonnet_gemini_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Sonnet+Gemini,True,myth_game,2,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_sonnet_gemini_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Sonnet+Gemini,True,myth_game,2,Sonnet,sent,5,4.6
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_sonnet_gemini_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Sonnet+Gemini,True,myth_game,4,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_sonnet_gemini_n3/claude-sonnet-4.5+gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_sonnet_gemini_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Sonnet+Gemini,True,myth_game,4,Sonnet,sent,5,4.8
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_sonnet_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Sonnet+GPT,True,myth_game,0,GPT,sent,5,4.151999999999999
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_sonnet_gpt_n3_000_neutral_rep00_memtest_memory_primary_anything.json,Sonnet+GPT,True,myth_game,0,Sonnet,sent,5,3.9
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_sonnet_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Sonnet+GPT,True,myth_game,2,GPT,sent,5,5.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_sonnet_gpt_n3_001_neutral_rep02_memtest_memory_primary_anything.json,Sonnet+GPT,True,myth_game,2,Sonnet,sent,5,4.5
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_sonnet_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Sonnet+GPT,True,myth_game,4,GPT,sent,5,3.022
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_myth_game_sonnet_gpt_n3/claude-sonnet-4.5+gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/mixed_dyad_myth_game_sonnet_gpt_n3_002_neutral_rep04_memtest_memory_primary_anything.json,Sonnet+GPT,True,myth_game,4,Sonnet,sent,5,3.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_000_neutral_rep00.json,Sonnet+Sonnet,False,game,0,Sonnet,sent,10,2.8
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_001_neutral_rep01.json,Sonnet+Sonnet,False,game,1,Sonnet,sent,10,2.65
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_002_neutral_rep02.json,Sonnet+Sonnet,False,game,2,Sonnet,sent,10,3.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_003_neutral_rep03.json,Sonnet+Sonnet,False,game,3,Sonnet,sent,10,2.1
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_004_neutral_rep04.json,Sonnet+Sonnet,False,game,4,Sonnet,sent,10,2.15
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_gemini_n5/gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_gemini_n5_000_neutral_rep00.json,Gemini+Gemini,False,game,0,Gemini,sent,10,5.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_gemini_n5/gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_gemini_n5_001_neutral_rep01.json,Gemini+Gemini,False,game,1,Gemini,sent,10,5.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_gemini_n5/gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_gemini_n5_002_neutral_rep02.json,Gemini+Gemini,False,game,2,Gemini,sent,10,5.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_gemini_n5/gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_gemini_n5_003_neutral_rep03.json,Gemini+Gemini,False,game,3,Gemini,sent,10,5.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_gemini_n5/gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_gemini_n5_004_neutral_rep04.json,Gemini+Gemini,False,game,4,Gemini,sent,10,5.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_gpt_n5/gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_gpt_n5_000_neutral_rep00.json,GPT+GPT,False,game,0,GPT,sent,10,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_gpt_n5/gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_gpt_n5_001_neutral_rep01.json,GPT+GPT,False,game,1,GPT,sent,10,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_gpt_n5/gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_gpt_n5_002_neutral_rep02.json,GPT+GPT,False,game,2,GPT,sent,10,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_gpt_n5/gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_gpt_n5_003_neutral_rep03.json,GPT+GPT,False,game,3,GPT,sent,10,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_gpt_n5/gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_gpt_n5_004_neutral_rep04.json,GPT+GPT,False,game,4,GPT,sent,10,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_000_neutral_rep00_memtest_memory_primary_anything.json,Sonnet+Sonnet,False,game_myth,0,Sonnet,sent,10,3.75
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_001_neutral_rep01_memtest_memory_primary_anything.json,Sonnet+Sonnet,False,game_myth,1,Sonnet,sent,10,3.05
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_002_neutral_rep02_memtest_memory_primary_anything.json,Sonnet+Sonnet,False,game_myth,2,Sonnet,sent,10,3.175
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_003_neutral_rep03_memtest_memory_primary_anything.json,Sonnet+Sonnet,False,game_myth,3,Sonnet,sent,10,2.815
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_004_neutral_rep04_memtest_memory_primary_anything.json,Sonnet+Sonnet,False,game_myth,4,Sonnet,sent,10,2.5
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+Gemini,False,game_myth,0,Gemini,sent,10,5.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_001_neutral_rep01_memtest_memory_primary_anything.json,Gemini+Gemini,False,game_myth,1,Gemini,sent,10,5.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_002_neutral_rep02_memtest_memory_primary_anything.json,Gemini+Gemini,False,game_myth,2,Gemini,sent,10,5.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_003_neutral_rep03_memtest_memory_primary_anything.json,Gemini+Gemini,False,game_myth,3,Gemini,sent,10,5.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_004_neutral_rep04_memtest_memory_primary_anything.json,Gemini+Gemini,False,game_myth,4,Gemini,sent,10,5.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_000_neutral_rep00_memtest_memory_primary_anything.json,GPT+GPT,False,game_myth,0,GPT,sent,10,2.9
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_001_neutral_rep01_memtest_memory_primary_anything.json,GPT+GPT,False,game_myth,1,GPT,sent,10,1.5
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_002_neutral_rep02_memtest_memory_primary_anything.json,GPT+GPT,False,game_myth,2,GPT,sent,10,3.3
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_003_neutral_rep03_memtest_memory_primary_anything.json,GPT+GPT,False,game_myth,3,GPT,sent,10,2.35
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_004_neutral_rep04_memtest_memory_primary_anything.json,GPT+GPT,False,game_myth,4,GPT,sent,10,4.3
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_claude_n5/claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_claude_n5_000_neutral_rep00_memtest_memory_primary_anything.json,Sonnet+Sonnet,False,myth_game,0,Sonnet,sent,10,2.2600000000000002
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_claude_n5/claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_claude_n5_001_neutral_rep01_memtest_memory_primary_anything.json,Sonnet+Sonnet,False,myth_game,1,Sonnet,sent,10,2.9
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_claude_n5/claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_claude_n5_002_neutral_rep02_memtest_memory_primary_anything.json,Sonnet+Sonnet,False,myth_game,2,Sonnet,sent,10,3.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_claude_n5/claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_claude_n5_003_neutral_rep03_memtest_memory_primary_anything.json,Sonnet+Sonnet,False,myth_game,3,Sonnet,sent,10,4.1
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_claude_n5/claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_claude_n5_004_neutral_rep04_memtest_memory_primary_anything.json,Sonnet+Sonnet,False,myth_game,4,Sonnet,sent,10,4.15
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_gemini_n5/gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_gemini_n5_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini+Gemini,False,myth_game,0,Gemini,sent,10,5.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_gemini_n5/gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_gemini_n5_001_neutral_rep01_memtest_memory_primary_anything.json,Gemini+Gemini,False,myth_game,1,Gemini,sent,10,5.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_gemini_n5/gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_gemini_n5_002_neutral_rep02_memtest_memory_primary_anything.json,Gemini+Gemini,False,myth_game,2,Gemini,sent,10,5.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_gemini_n5/gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_gemini_n5_003_neutral_rep03_memtest_memory_primary_anything.json,Gemini+Gemini,False,myth_game,3,Gemini,sent,10,5.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_gemini_n5/gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_gemini_n5_004_neutral_rep04_memtest_memory_primary_anything.json,Gemini+Gemini,False,myth_game,4,Gemini,sent,10,5.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_gpt_n5/gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_gpt_n5_000_neutral_rep00_memtest_memory_primary_anything.json,GPT+GPT,False,myth_game,0,GPT,sent,10,2.762
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_gpt_n5/gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_gpt_n5_001_neutral_rep01_memtest_memory_primary_anything.json,GPT+GPT,False,myth_game,1,GPT,sent,10,4.7749999999999995
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_gpt_n5/gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_gpt_n5_002_neutral_rep02_memtest_memory_primary_anything.json,GPT+GPT,False,myth_game,2,GPT,sent,10,4.176
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_gpt_n5/gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_gpt_n5_003_neutral_rep03_memtest_memory_primary_anything.json,GPT+GPT,False,myth_game,3,GPT,sent,10,1.8059999999999998
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_gpt_n5/gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_gpt_n5_004_neutral_rep04_memtest_memory_primary_anything.json,GPT+GPT,False,myth_game,4,GPT,sent,10,3.8
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_gpt_n3_000_neutral_rep00.json,Gemini+GPT,True,game,0,GPT,return,1,0.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_gpt_n3_001_neutral_rep02.json,Gemini+GPT,True,game,2,GPT,return,1,0.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_gpt_n3/gemini-3.7-flash+gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_gpt_n3_002_neutral_rep04.json,Gemini+GPT,True,game,4,GPT,return,1,0.0
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_000_neutral_rep01.json,Sonnet+Gemini,True,game,1,Gemini,return,5,0.4133333333333333
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_000_neutral_rep01.json,Sonnet+Gemini,True,game,1,Sonnet,return,5,0.4666666666666667
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_001_neutral_rep03.json,Sonnet+Gemini,True,game,3,Gemini,return,5,0.4555338197294422
data/json/noise_experiments/mixed_model_dyads_20260917/mixed_dyad_game_gemini_sonnet_n3/gemini-3.7-flash+claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/mixed_dyad_game_gemini_sonnet_n3_001_neutral_rep03.json,Sonnet+Gemini,True,game,3,Sonnet,return,5,0.43933333333333335
