path,composition,mixed,minority,minority_count,majority,task_order,replicate_id,family,metric,n_decisions,value
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini2_gpt6_n5_004_neutral_rep04_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,game_myth,4,Gemini,sent,10,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini4_gpt4_n5_000_neutral_rep00_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,game_myth,0,GPT,sent,20,4.2524999999999995
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini4_gpt4_n5_000_neutral_rep00_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,game_myth,0,Gemini,sent,20,4.75
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini4_gpt4_n5_001_neutral_rep01_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,game_myth,1,GPT,sent,20,3.6
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini4_gpt4_n5_001_neutral_rep01_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,game_myth,1,Gemini,sent,20,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini4_gpt4_n5_002_neutral_rep02_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,game_myth,2,GPT,sent,20,3.4
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini4_gpt4_n5_002_neutral_rep02_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,game_myth,2,Gemini,sent,20,4.75
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini4_gpt4_n5_003_neutral_rep03_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,game_myth,3,GPT,sent,20,4.1
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini4_gpt4_n5_003_neutral_rep03_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,game_myth,3,Gemini,sent,20,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini4_gpt4_n5_004_neutral_rep04_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,game_myth,4,GPT,sent,20,3.7
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gemini4_gpt4_n5_004_neutral_rep04_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,game_myth,4,Gemini,sent,20,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt1_sonnet7_n5_000_neutral_rep00_memtest_memory_primary_anything.json,1 GPT + 7 Sonnet,True,GPT,1,Sonnet,game_myth,0,GPT,sent,5,3.6
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt1_sonnet7_n5_000_neutral_rep00_memtest_memory_primary_anything.json,1 GPT + 7 Sonnet,True,GPT,1,Sonnet,game_myth,0,Sonnet,sent,35,2.9857142857142858
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt1_sonnet7_n5_001_neutral_rep01_memtest_memory_primary_anything.json,1 GPT + 7 Sonnet,True,GPT,1,Sonnet,game_myth,1,GPT,sent,5,4.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt1_sonnet7_n5_001_neutral_rep01_memtest_memory_primary_anything.json,1 GPT + 7 Sonnet,True,GPT,1,Sonnet,game_myth,1,Sonnet,sent,35,3.157142857142857
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt1_sonnet7_n5_002_neutral_rep02_memtest_memory_primary_anything.json,1 GPT + 7 Sonnet,True,GPT,1,Sonnet,game_myth,2,GPT,sent,5,4.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt1_sonnet7_n5_002_neutral_rep02_memtest_memory_primary_anything.json,1 GPT + 7 Sonnet,True,GPT,1,Sonnet,game_myth,2,Sonnet,sent,35,3.25
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt1_sonnet7_n5_003_neutral_rep03_memtest_memory_primary_anything.json,1 GPT + 7 Sonnet,True,GPT,1,Sonnet,game_myth,3,GPT,sent,5,3.1
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt1_sonnet7_n5_003_neutral_rep03_memtest_memory_primary_anything.json,1 GPT + 7 Sonnet,True,GPT,1,Sonnet,game_myth,3,Sonnet,sent,35,3.2285714285714286
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt1_sonnet7_n5_004_neutral_rep04_memtest_memory_primary_anything.json,1 GPT + 7 Sonnet,True,GPT,1,Sonnet,game_myth,4,GPT,sent,5,2.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt1_sonnet7_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt1_sonnet7_n5_004_neutral_rep04_memtest_memory_primary_anything.json,1 GPT + 7 Sonnet,True,GPT,1,Sonnet,game_myth,4,Sonnet,sent,35,2.8142857142857145
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_000_neutral_rep00_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,True,GPT,2,Sonnet,game_myth,0,GPT,sent,10,3.1
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_000_neutral_rep00_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,True,GPT,2,Sonnet,game_myth,0,Sonnet,sent,30,3.2666666666666666
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_001_neutral_rep01_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,True,GPT,2,Sonnet,game_myth,1,GPT,sent,10,4.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_001_neutral_rep01_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,True,GPT,2,Sonnet,game_myth,1,Sonnet,sent,30,3.4833333333333334
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_002_neutral_rep02_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,True,GPT,2,Sonnet,game_myth,2,GPT,sent,10,3.7
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_002_neutral_rep02_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,True,GPT,2,Sonnet,game_myth,2,Sonnet,sent,30,3.35
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_003_neutral_rep03_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,True,GPT,2,Sonnet,game_myth,3,GPT,sent,10,3.5
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_003_neutral_rep03_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,True,GPT,2,Sonnet,game_myth,3,Sonnet,sent,30,2.7266666666666666
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_004_neutral_rep04_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,True,GPT,2,Sonnet,game_myth,4,GPT,sent,10,1.9
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_004_neutral_rep04_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,True,GPT,2,Sonnet,game_myth,4,Sonnet,sent,30,2.8666666666666667
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_000_neutral_rep00_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,True,GPT,4,Sonnet,game_myth,0,GPT,sent,20,3.8
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_000_neutral_rep00_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,True,GPT,4,Sonnet,game_myth,0,Sonnet,sent,20,3.8
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_001_neutral_rep01_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,True,GPT,4,Sonnet,game_myth,1,GPT,sent,20,1.65
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_001_neutral_rep01_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,True,GPT,4,Sonnet,game_myth,1,Sonnet,sent,20,2.55
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_002_neutral_rep02_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,True,GPT,4,Sonnet,game_myth,2,GPT,sent,20,3.434
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_002_neutral_rep02_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,True,GPT,4,Sonnet,game_myth,2,Sonnet,sent,20,3.625
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_003_neutral_rep03_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,True,GPT,4,Sonnet,game_myth,3,GPT,sent,20,2.4
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_003_neutral_rep03_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,True,GPT,4,Sonnet,game_myth,3,Sonnet,sent,20,3.1
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_004_neutral_rep04_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,True,GPT,4,Sonnet,game_myth,4,GPT,sent,20,3.35
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_004_neutral_rep04_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,True,GPT,4,Sonnet,game_myth,4,Sonnet,sent,20,2.9
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini1_gpt7_n5_000_neutral_rep00_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,True,Gemini,1,GPT,myth_game,0,GPT,sent,35,4.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini1_gpt7_n5_000_neutral_rep00_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,True,Gemini,1,GPT,myth_game,0,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini1_gpt7_n5_001_neutral_rep01_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,True,Gemini,1,GPT,myth_game,1,GPT,sent,35,3.2285714285714286
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini1_gpt7_n5_001_neutral_rep01_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,True,Gemini,1,GPT,myth_game,1,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini1_gpt7_n5_002_neutral_rep02_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,True,Gemini,1,GPT,myth_game,2,GPT,sent,35,2.1142857142857143
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini1_gpt7_n5_002_neutral_rep02_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,True,Gemini,1,GPT,myth_game,2,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini1_gpt7_n5_003_neutral_rep03_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,True,Gemini,1,GPT,myth_game,3,GPT,sent,35,3.6
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini1_gpt7_n5_003_neutral_rep03_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,True,Gemini,1,GPT,myth_game,3,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini1_gpt7_n5_004_neutral_rep04_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,True,Gemini,1,GPT,myth_game,4,GPT,sent,35,2.8474285714285714
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini1_gpt7_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini1_gpt7_n5_004_neutral_rep04_memtest_memory_primary_anything.json,1 Gemini + 7 GPT,True,Gemini,1,GPT,myth_game,4,Gemini,sent,5,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini2_gpt6_n5_000_neutral_rep00_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,myth_game,0,GPT,sent,30,3.9
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini2_gpt6_n5_000_neutral_rep00_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,myth_game,0,Gemini,sent,10,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini2_gpt6_n5_001_neutral_rep01_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,myth_game,1,GPT,sent,30,4.008666666666667
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini2_gpt6_n5_001_neutral_rep01_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,myth_game,1,Gemini,sent,10,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini2_gpt6_n5_002_neutral_rep02_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,myth_game,2,GPT,sent,30,4.966666666666667
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini2_gpt6_n5_002_neutral_rep02_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,myth_game,2,Gemini,sent,10,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini2_gpt6_n5_003_neutral_rep03_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,myth_game,3,GPT,sent,30,4.666666666666667
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini2_gpt6_n5_003_neutral_rep03_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,myth_game,3,Gemini,sent,10,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini2_gpt6_n5_004_neutral_rep04_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,myth_game,4,GPT,sent,30,4.033333333333333
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini2_gpt6_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini2_gpt6_n5_004_neutral_rep04_memtest_memory_primary_anything.json,2 Gemini + 6 GPT,True,Gemini,2,GPT,myth_game,4,Gemini,sent,10,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini4_gpt4_n5_000_neutral_rep00_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,myth_game,0,GPT,sent,20,4.325
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini4_gpt4_n5_000_neutral_rep00_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,myth_game,0,Gemini,sent,20,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini4_gpt4_n5_001_neutral_rep01_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,myth_game,1,GPT,sent,20,4.7
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini4_gpt4_n5_001_neutral_rep01_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,myth_game,1,Gemini,sent,20,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini4_gpt4_n5_002_neutral_rep02_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,myth_game,2,GPT,sent,20,4.1
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini4_gpt4_n5_002_neutral_rep02_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,myth_game,2,Gemini,sent,20,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini4_gpt4_n5_003_neutral_rep03_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,myth_game,3,GPT,sent,20,4.8525
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini4_gpt4_n5_003_neutral_rep03_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,myth_game,3,Gemini,sent,20,5.0
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini4_gpt4_n5_004_neutral_rep04_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,myth_game,4,GPT,sent,20,4.7
data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_myth_game_gemini4_gpt4_n5/gemini-3.7-flash+gpt-5-nano/myth_game/noisy8_crossmodel_negative_twotask_r3/mixed_pop_myth_game_gemini4_gpt4_n5_004_neutral_rep04_memtest_memory_primary_anything.json,4 Gemini + 4 GPT,True,Gemini,4,GPT,myth_game,4,Gemini,sent,20,5.0
