path,model,model_id,population,num_agents,condition,condition_label,treatment,treatment_label,replicate_id,round,sender_id,receiver_id,receiver_type,received,returned,return_proportion,zero_receipt,response_source,forced_receiver_decision
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,4,Agent_3,Agent_7,standard,0.0,0.0,,1.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,5,Agent_7,Agent_8,standard,15.0,7.06,0.4706666666666666,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,5,Agent_5,Agent_4,standard,0.0,0.0,,1.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,5,Agent_2,Agent_1,standard,15.0,6.24,0.41600000000000004,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,5,Agent_3,Agent_6,standard,0.0,0.0,,1.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,6,Agent_8,Agent_5,defector,0.0,0.0,,1.0,forced_zero,1.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,6,Agent_4,Agent_2,standard,15.0,7.425,0.495,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,6,Agent_1,Agent_3,defector,0.0,0.0,,1.0,forced_zero,1.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,6,Agent_6,Agent_7,standard,15.0,6.96,0.464,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,7,Agent_1,Agent_4,standard,15.0,6.15,0.41000000000000003,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,7,Agent_8,Agent_7,standard,15.0,6.61,0.4406666666666667,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,7,Agent_6,Agent_5,defector,0.0,0.0,,1.0,forced_zero,1.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,7,Agent_3,Agent_2,standard,0.0,0.0,,1.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,8,Agent_4,Agent_8,standard,15.0,7.02,0.46799999999999997,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,8,Agent_2,Agent_1,standard,15.0,6.71,0.4473333333333333,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,8,Agent_7,Agent_3,defector,0.0,0.0,,1.0,forced_zero,1.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,8,Agent_5,Agent_6,standard,0.0,0.0,,1.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,9,Agent_4,Agent_8,standard,15.0,6.88,0.45866666666666667,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,9,Agent_6,Agent_3,defector,0.0,0.0,,1.0,forced_zero,1.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,9,Agent_7,Agent_5,defector,0.0,0.0,,1.0,forced_zero,1.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,9,Agent_1,Agent_2,standard,15.0,7.215,0.481,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,10,Agent_5,Agent_7,standard,0.0,0.0,,1.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,10,Agent_3,Agent_4,standard,0.0,0.0,,1.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,10,Agent_8,Agent_1,standard,15.0,6.01,0.40066666666666667,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_006_neutral_rep01.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,1,10,Agent_2,Agent_6,standard,0.0,0.0,,1.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,1,Agent_4,Agent_6,standard,15.0,7.32,0.48800000000000004,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,1,Agent_7,Agent_5,standard,15.0,6.78,0.452,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,1,Agent_1,Agent_8,defector,0.0,0.0,,1.0,forced_zero,1.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,1,Agent_2,Agent_3,standard,15.0,6.1,0.4066666666666666,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,2,Agent_6,Agent_1,defector,15.0,0.0,0.0,0.0,forced_zero,1.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,2,Agent_5,Agent_4,standard,15.0,6.9,0.46,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,2,Agent_8,Agent_7,standard,0.0,0.0,,1.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,2,Agent_3,Agent_2,standard,15.0,7.29,0.486,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,3,Agent_3,Agent_1,defector,0.0,0.0,,1.0,forced_zero,1.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,3,Agent_6,Agent_2,standard,15.0,6.81,0.45399999999999996,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,3,Agent_7,Agent_4,standard,15.0,6.57,0.438,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,3,Agent_5,Agent_8,defector,0.0,0.0,,1.0,forced_zero,1.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,4,Agent_8,Agent_3,standard,0.0,0.0,,1.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,4,Agent_4,Agent_6,standard,15.0,6.42,0.428,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,4,Agent_1,Agent_7,standard,0.0,0.0,,1.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,4,Agent_2,Agent_5,standard,15.0,6.31,0.42066666666666663,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,5,Agent_8,Agent_1,defector,0.0,0.0,,1.0,forced_zero,1.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,5,Agent_6,Agent_5,standard,15.0,6.12,0.40800000000000003,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,5,Agent_3,Agent_4,standard,15.0,7.08,0.47200000000000003,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,5,Agent_2,Agent_7,standard,15.0,6.9,0.46,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,6,Agent_5,Agent_3,standard,15.0,6.25,0.4166666666666667,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,6,Agent_1,Agent_2,standard,0.0,0.0,,1.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,6,Agent_4,Agent_8,defector,15.0,0.0,0.0,0.0,forced_zero,1.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,6,Agent_7,Agent_6,standard,15.0,6.63,0.442,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,7,Agent_3,Agent_7,standard,15.0,6.735,0.449,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,7,Agent_5,Agent_2,standard,15.0,6.88,0.45866666666666667,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,7,Agent_6,Agent_8,defector,0.0,0.0,,1.0,forced_zero,1.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,7,Agent_1,Agent_4,standard,0.0,0.0,,1.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,8,Agent_7,Agent_3,standard,15.0,6.735,0.449,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,8,Agent_4,Agent_6,standard,15.0,6.91,0.46066666666666667,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,8,Agent_2,Agent_1,defector,0.0,0.0,,1.0,forced_zero,1.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,8,Agent_8,Agent_5,standard,0.0,0.0,,1.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,9,Agent_7,Agent_2,standard,15.0,6.555,0.437,0.0,llm,0.0
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_defectors25_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_007_neutral_rep02.json,Gemini 3.7 Flash,google/gemini-3.7-flash,8-agent rotating population,8,game,Game only,defectors25,2 of 8 defectors,2,9,Agent_6,Agent_8,defector,0.0,0.0,,1.0,forced_zero,1.0
