path,model,model_id,population,num_agents,condition,condition_label,treatment,treatment_label,replicate_id,defector_count,defector_agent_ids,random_defection_probability,random_defection_seed,noise_seed,pairing_seed,code_commit,config_sha256
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_random25_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_009_neutral_rep04_memtest_memory_primary_anything.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game_myth,Game → Myth,random25,25% random defection,4,0,,0.25,202608254,202608254,202608254,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_random50_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_010_neutral_rep00_memtest_memory_primary_anything.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game_myth,Game → Myth,random50,50% random defection,0,0,,0.5,202608250,202608250,202608250,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_random50_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_011_neutral_rep01_memtest_memory_primary_anything.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game_myth,Game → Myth,random50,50% random defection,1,0,,0.5,202608251,202608251,202608251,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_random50_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_012_neutral_rep02_memtest_memory_primary_anything.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game_myth,Game → Myth,random50,50% random defection,2,0,,0.5,202608252,202608252,202608252,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_random50_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_013_neutral_rep03_memtest_memory_primary_anything.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game_myth,Game → Myth,random50,50% random defection,3,0,,0.5,202608253,202608253,202608253,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_random50_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_014_neutral_rep04_memtest_memory_primary_anything.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game_myth,Game → Myth,random50,50% random defection,4,0,,0.5,202608254,202608254,202608254,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_000_neutral_rep00_memtest_memory_primary_anything.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game_myth,Game → Myth,control,No forced defection,0,0,,0.0,202608250,202608250,202608250,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_001_neutral_rep01_memtest_memory_primary_anything.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game_myth,Game → Myth,control,No forced defection,1,0,,0.0,202608251,202608251,202608251,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_002_neutral_rep02_memtest_memory_primary_anything.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game_myth,Game → Myth,control,No forced defection,2,0,,0.0,202608252,202608252,202608252,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_003_neutral_rep03_memtest_memory_primary_anything.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game_myth,Game → Myth,control,No forced defection,3,0,,0.0,202608253,202608253,202608253,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_004_neutral_rep04_memtest_memory_primary_anything.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,game_myth,Game → Myth,control,No forced defection,4,0,,0.0,202608254,202608254,202608254,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_random25_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_005_neutral_rep00_memtest_memory_primary_anything.json,Gemini 3.7 Flash,google/gemini-3.7-flash,2-agent repeated dyad,2,game_myth,Game → Myth,random25,25% random defection,0,0,,0.25,202608250,202608250,202608250,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_random25_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_006_neutral_rep01_memtest_memory_primary_anything.json,Gemini 3.7 Flash,google/gemini-3.7-flash,2-agent repeated dyad,2,game_myth,Game → Myth,random25,25% random defection,1,0,,0.25,202608251,202608251,202608251,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_random25_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_007_neutral_rep02_memtest_memory_primary_anything.json,Gemini 3.7 Flash,google/gemini-3.7-flash,2-agent repeated dyad,2,game_myth,Game → Myth,random25,25% random defection,2,0,,0.25,202608252,202608252,202608252,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_random25_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_008_neutral_rep03_memtest_memory_primary_anything.json,Gemini 3.7 Flash,google/gemini-3.7-flash,2-agent repeated dyad,2,game_myth,Game → Myth,random25,25% random defection,3,0,,0.25,202608253,202608253,202608253,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_random25_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_009_neutral_rep04_memtest_memory_primary_anything.json,Gemini 3.7 Flash,google/gemini-3.7-flash,2-agent repeated dyad,2,game_myth,Game → Myth,random25,25% random defection,4,0,,0.25,202608254,202608254,202608254,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_random50_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_010_neutral_rep00_memtest_memory_primary_anything.json,Gemini 3.7 Flash,google/gemini-3.7-flash,2-agent repeated dyad,2,game_myth,Game → Myth,random50,50% random defection,0,0,,0.5,202608250,202608250,202608250,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_random50_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_011_neutral_rep01_memtest_memory_primary_anything.json,Gemini 3.7 Flash,google/gemini-3.7-flash,2-agent repeated dyad,2,game_myth,Game → Myth,random50,50% random defection,1,0,,0.5,202608251,202608251,202608251,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_random50_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_012_neutral_rep02_memtest_memory_primary_anything.json,Gemini 3.7 Flash,google/gemini-3.7-flash,2-agent repeated dyad,2,game_myth,Game → Myth,random50,50% random defection,2,0,,0.5,202608252,202608252,202608252,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_random50_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_013_neutral_rep03_memtest_memory_primary_anything.json,Gemini 3.7 Flash,google/gemini-3.7-flash,2-agent repeated dyad,2,game_myth,Game → Myth,random50,50% random defection,3,0,,0.5,202608253,202608253,202608253,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_random50_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_014_neutral_rep04_memtest_memory_primary_anything.json,Gemini 3.7 Flash,google/gemini-3.7-flash,2-agent repeated dyad,2,game_myth,Game → Myth,random50,50% random defection,4,0,,0.5,202608254,202608254,202608254,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_000_neutral_rep00_memtest_memory_primary_anything.json,Gemini 3.7 Flash,google/gemini-3.7-flash,2-agent repeated dyad,2,game_myth,Game → Myth,control,No forced defection,0,0,,0.0,202608250,202608250,202608250,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_001_neutral_rep01_memtest_memory_primary_anything.json,Gemini 3.7 Flash,google/gemini-3.7-flash,2-agent repeated dyad,2,game_myth,Game → Myth,control,No forced defection,1,0,,0.0,202608251,202608251,202608251,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_002_neutral_rep02_memtest_memory_primary_anything.json,Gemini 3.7 Flash,google/gemini-3.7-flash,2-agent repeated dyad,2,game_myth,Game → Myth,control,No forced defection,2,0,,0.0,202608252,202608252,202608252,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_003_neutral_rep03_memtest_memory_primary_anything.json,Gemini 3.7 Flash,google/gemini-3.7-flash,2-agent repeated dyad,2,game_myth,Game → Myth,control,No forced defection,3,0,,0.0,202608253,202608253,202608253,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_004_neutral_rep04_memtest_memory_primary_anything.json,Gemini 3.7 Flash,google/gemini-3.7-flash,2-agent repeated dyad,2,game_myth,Game → Myth,control,No forced defection,4,0,,0.0,202608254,202608254,202608254,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_random25_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_005_neutral_rep00_memtest_memory_primary_anything.json,GPT-5 Nano,openai/gpt-5-nano,2-agent repeated dyad,2,game_myth,Game → Myth,random25,25% random defection,0,0,,0.25,202608250,202608250,202608250,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_random25_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_006_neutral_rep01_memtest_memory_primary_anything.json,GPT-5 Nano,openai/gpt-5-nano,2-agent repeated dyad,2,game_myth,Game → Myth,random25,25% random defection,1,0,,0.25,202608251,202608251,202608251,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_random25_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_007_neutral_rep02_memtest_memory_primary_anything.json,GPT-5 Nano,openai/gpt-5-nano,2-agent repeated dyad,2,game_myth,Game → Myth,random25,25% random defection,2,0,,0.25,202608252,202608252,202608252,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_random25_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_008_neutral_rep03_memtest_memory_primary_anything.json,GPT-5 Nano,openai/gpt-5-nano,2-agent repeated dyad,2,game_myth,Game → Myth,random25,25% random defection,3,0,,0.25,202608253,202608253,202608253,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_random25_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_009_neutral_rep04_memtest_memory_primary_anything.json,GPT-5 Nano,openai/gpt-5-nano,2-agent repeated dyad,2,game_myth,Game → Myth,random25,25% random defection,4,0,,0.25,202608254,202608254,202608254,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_random50_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_010_neutral_rep00_memtest_memory_primary_anything.json,GPT-5 Nano,openai/gpt-5-nano,2-agent repeated dyad,2,game_myth,Game → Myth,random50,50% random defection,0,0,,0.5,202608250,202608250,202608250,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_random50_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_011_neutral_rep01_memtest_memory_primary_anything.json,GPT-5 Nano,openai/gpt-5-nano,2-agent repeated dyad,2,game_myth,Game → Myth,random50,50% random defection,1,0,,0.5,202608251,202608251,202608251,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_random50_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_012_neutral_rep02_memtest_memory_primary_anything.json,GPT-5 Nano,openai/gpt-5-nano,2-agent repeated dyad,2,game_myth,Game → Myth,random50,50% random defection,2,0,,0.5,202608252,202608252,202608252,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_random50_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_013_neutral_rep03_memtest_memory_primary_anything.json,GPT-5 Nano,openai/gpt-5-nano,2-agent repeated dyad,2,game_myth,Game → Myth,random50,50% random defection,3,0,,0.5,202608253,202608253,202608253,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_random50_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_014_neutral_rep04_memtest_memory_primary_anything.json,GPT-5 Nano,openai/gpt-5-nano,2-agent repeated dyad,2,game_myth,Game → Myth,random50,50% random defection,4,0,,0.5,202608254,202608254,202608254,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_000_neutral_rep00_memtest_memory_primary_anything.json,GPT-5 Nano,openai/gpt-5-nano,2-agent repeated dyad,2,game_myth,Game → Myth,control,No forced defection,0,0,,0.0,202608250,202608250,202608250,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_001_neutral_rep01_memtest_memory_primary_anything.json,GPT-5 Nano,openai/gpt-5-nano,2-agent repeated dyad,2,game_myth,Game → Myth,control,No forced defection,1,0,,0.0,202608251,202608251,202608251,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_002_neutral_rep02_memtest_memory_primary_anything.json,GPT-5 Nano,openai/gpt-5-nano,2-agent repeated dyad,2,game_myth,Game → Myth,control,No forced defection,2,0,,0.0,202608252,202608252,202608252,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_003_neutral_rep03_memtest_memory_primary_anything.json,GPT-5 Nano,openai/gpt-5-nano,2-agent repeated dyad,2,game_myth,Game → Myth,control,No forced defection,3,0,,0.0,202608253,202608253,202608253,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_004_neutral_rep04_memtest_memory_primary_anything.json,GPT-5 Nano,openai/gpt-5-nano,2-agent repeated dyad,2,game_myth,Game → Myth,control,No forced defection,4,0,,0.0,202608254,202608254,202608254,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_claude_n5/claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_random25_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_claude_n5_005_neutral_rep00_memtest_memory_primary_anything.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,myth_game,Myth → Game,random25,25% random defection,0,0,,0.25,202608250,202608250,202608250,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_claude_n5/claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_random25_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_claude_n5_006_neutral_rep01_memtest_memory_primary_anything.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,myth_game,Myth → Game,random25,25% random defection,1,0,,0.25,202608251,202608251,202608251,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_claude_n5/claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_random25_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_claude_n5_007_neutral_rep02_memtest_memory_primary_anything.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,myth_game,Myth → Game,random25,25% random defection,2,0,,0.25,202608252,202608252,202608252,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_claude_n5/claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_random25_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_claude_n5_008_neutral_rep03_memtest_memory_primary_anything.json,Claude Sonnet 4.5,anthropic/claude-sonnet-4.5,2-agent repeated dyad,2,myth_game,Myth → Game,random25,25% random defection,3,0,,0.25,202608253,202608253,202608253,893a9713b5cf71f12561d544817f9a4d978d6cf9,12ee3857e4627592b9a4daa85d5e469b128d86d549c01adb7104e9e439963d74
