model,num_agents,noise,task_order,replicate,resources,pairing_seed,noise_seed,source_path
openai/gpt-5-nano,2,no_noise,game,4,25.0,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_gpt_n5/gpt-5-nano/game/figure2_noisy2_crossmodel_negative_game_r3_no_noise/figure2_dyad_game_gpt_n5_004_neutral_rep04.json
google/gemini-3.7-flash,2,no_noise,game,4,75.0,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_gemini_n5/gemini-3.7-flash/game/figure2_noisy2_crossmodel_negative_game_r3_no_noise/figure2_dyad_game_gemini_n5_004_neutral_rep04.json
anthropic/claude-sonnet-4.5,8,no_noise,game,4,68.0,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_claude_n5/claude-sonnet-4.5/game/figure2_noisy8_crossmodel_negative_game_r3_no_noise/figure2_population_game_claude_n5_004_neutral_rep04.json
openai/gpt-5-nano,8,no_noise,game,4,25.0,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_gpt_n5/gpt-5-nano/game/figure2_noisy8_crossmodel_negative_game_r3_no_noise/figure2_population_game_gpt_n5_004_neutral_rep04.json
google/gemini-3.7-flash,8,no_noise,game,4,75.0,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_gemini_n5/gemini-3.7-flash/game/figure2_noisy8_crossmodel_negative_game_r3_no_noise/figure2_population_game_gemini_n5_004_neutral_rep04.json
anthropic/claude-sonnet-4.5,2,noise_uninformed,game_myth,0,52.25,202608250,202608250,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_game_myth_claude_n5_005_neutral_rep00_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,2,noise_uninformed,myth_game,0,59.3,202608250,202608250,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_myth_game_claude_n5/claude-sonnet-4.5/myth_game/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_myth_game_claude_n5_005_neutral_rep00_memtest_memory_primary_anything.json
openai/gpt-5-nano,2,noise_uninformed,game_myth,0,68.83000000000001,202608250,202608250,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_game_myth_gpt_n5_005_neutral_rep00_memtest_memory_primary_anything.json
openai/gpt-5-nano,2,noise_uninformed,myth_game,0,59.74,202608250,202608250,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_myth_game_gpt_n5/gpt-5-nano/myth_game/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_myth_game_gpt_n5_005_neutral_rep00_memtest_memory_primary_anything.json
google/gemini-3.7-flash,2,noise_uninformed,game_myth,0,75.0,202608250,202608250,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_game_myth_gemini_n5_005_neutral_rep00_memtest_memory_primary_anything.json
google/gemini-3.7-flash,2,noise_uninformed,myth_game,0,75.0,202608250,202608250,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_myth_game_gemini_n5/gemini-3.7-flash/myth_game/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_myth_game_gemini_n5_005_neutral_rep00_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,8,noise_uninformed,game_myth,0,55.5,202608250,202608250,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_myth_claude_n5/claude-sonnet-4.5/game_myth/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_game_myth_claude_n5_005_neutral_rep00_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,8,noise_uninformed,myth_game,0,65.6875,202608250,202608250,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_myth_game_claude_n5/claude-sonnet-4.5/myth_game/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_myth_game_claude_n5_005_neutral_rep00_memtest_memory_primary_anything.json
google/gemini-3.7-flash,8,noise_uninformed,game_myth,0,75.0,202608250,202608250,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_myth_gemini_n5/gemini-3.7-flash/game_myth/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_game_myth_gemini_n5_005_neutral_rep00_memtest_memory_primary_anything.json
google/gemini-3.7-flash,8,noise_uninformed,myth_game,0,75.0,202608250,202608250,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_myth_game_gemini_n5/gemini-3.7-flash/myth_game/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_myth_game_gemini_n5_005_neutral_rep00_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,2,noise_uninformed,game,0,52.25,202608250,202608250,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_claude_n5/claude-sonnet-4.5/game/figure2_noisy2_crossmodel_negative_game_r3_noise_uninformed/figure2_dyad_game_claude_n5_005_neutral_rep00.json
openai/gpt-5-nano,2,noise_uninformed,game,0,25.0,202608250,202608250,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_gpt_n5/gpt-5-nano/game/figure2_noisy2_crossmodel_negative_game_r3_noise_uninformed/figure2_dyad_game_gpt_n5_005_neutral_rep00.json
google/gemini-3.7-flash,2,noise_uninformed,game,0,75.0,202608250,202608250,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_gemini_n5/gemini-3.7-flash/game/figure2_noisy2_crossmodel_negative_game_r3_noise_uninformed/figure2_dyad_game_gemini_n5_005_neutral_rep00.json
anthropic/claude-sonnet-4.5,8,noise_uninformed,game,0,52.912499999999994,202608250,202608250,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_claude_n5/claude-sonnet-4.5/game/figure2_noisy8_crossmodel_negative_game_r3_noise_uninformed/figure2_population_game_claude_n5_005_neutral_rep00.json
openai/gpt-5-nano,8,noise_uninformed,game,0,25.0,202608250,202608250,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_gpt_n5/gpt-5-nano/game/figure2_noisy8_crossmodel_negative_game_r3_noise_uninformed/figure2_population_game_gpt_n5_005_neutral_rep00.json
google/gemini-3.7-flash,8,noise_uninformed,game,0,75.0,202608250,202608250,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_gemini_n5/gemini-3.7-flash/game/figure2_noisy8_crossmodel_negative_game_r3_noise_uninformed/figure2_population_game_gemini_n5_005_neutral_rep00.json
anthropic/claude-sonnet-4.5,2,noise_uninformed,game_myth,1,53.650000000000006,202608251,202608251,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_game_myth_claude_n5_006_neutral_rep01_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,2,noise_uninformed,myth_game,1,65.0,202608251,202608251,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_myth_game_claude_n5/claude-sonnet-4.5/myth_game/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_myth_game_claude_n5_006_neutral_rep01_memtest_memory_primary_anything.json
openai/gpt-5-nano,2,noise_uninformed,game_myth,1,63.0,202608251,202608251,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_game_myth_gpt_n5_006_neutral_rep01_memtest_memory_primary_anything.json
openai/gpt-5-nano,2,noise_uninformed,myth_game,1,58.82000000000001,202608251,202608251,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_myth_game_gpt_n5/gpt-5-nano/myth_game/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_myth_game_gpt_n5_006_neutral_rep01_memtest_memory_primary_anything.json
google/gemini-3.7-flash,2,noise_uninformed,game_myth,1,75.0,202608251,202608251,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_game_myth_gemini_n5_006_neutral_rep01_memtest_memory_primary_anything.json
google/gemini-3.7-flash,2,noise_uninformed,myth_game,1,75.0,202608251,202608251,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_myth_game_gemini_n5/gemini-3.7-flash/myth_game/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_myth_game_gemini_n5_006_neutral_rep01_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,8,noise_uninformed,game_myth,1,54.375,202608251,202608251,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_myth_claude_n5/claude-sonnet-4.5/game_myth/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_game_myth_claude_n5_006_neutral_rep01_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,8,noise_uninformed,myth_game,1,70.5,202608251,202608251,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_myth_game_claude_n5/claude-sonnet-4.5/myth_game/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_myth_game_claude_n5_006_neutral_rep01_memtest_memory_primary_anything.json
google/gemini-3.7-flash,8,noise_uninformed,game_myth,1,75.0,202608251,202608251,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_myth_gemini_n5/gemini-3.7-flash/game_myth/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_game_myth_gemini_n5_006_neutral_rep01_memtest_memory_primary_anything.json
google/gemini-3.7-flash,8,noise_uninformed,myth_game,1,75.0,202608251,202608251,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_myth_game_gemini_n5/gemini-3.7-flash/myth_game/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_myth_game_gemini_n5_006_neutral_rep01_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,2,noise_uninformed,game,1,51.75,202608251,202608251,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_claude_n5/claude-sonnet-4.5/game/figure2_noisy2_crossmodel_negative_game_r3_noise_uninformed/figure2_dyad_game_claude_n5_006_neutral_rep01.json
openai/gpt-5-nano,2,noise_uninformed,game,1,25.0,202608251,202608251,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_gpt_n5/gpt-5-nano/game/figure2_noisy2_crossmodel_negative_game_r3_noise_uninformed/figure2_dyad_game_gpt_n5_006_neutral_rep01.json
google/gemini-3.7-flash,2,noise_uninformed,game,1,75.0,202608251,202608251,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_gemini_n5/gemini-3.7-flash/game/figure2_noisy2_crossmodel_negative_game_r3_noise_uninformed/figure2_dyad_game_gemini_n5_006_neutral_rep01.json
anthropic/claude-sonnet-4.5,8,noise_uninformed,game,1,54.1375,202608251,202608251,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_claude_n5/claude-sonnet-4.5/game/figure2_noisy8_crossmodel_negative_game_r3_noise_uninformed/figure2_population_game_claude_n5_006_neutral_rep01.json
google/gemini-3.7-flash,8,noise_uninformed,game,1,75.0,202608251,202608251,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_gemini_n5/gemini-3.7-flash/game/figure2_noisy8_crossmodel_negative_game_r3_noise_uninformed/figure2_population_game_gemini_n5_006_neutral_rep01.json
anthropic/claude-sonnet-4.5,2,noise_uninformed,game_myth,2,53.95,202608252,202608252,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_game_myth_claude_n5_007_neutral_rep02_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,2,noise_uninformed,myth_game,2,73.35,202608252,202608252,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_myth_game_claude_n5/claude-sonnet-4.5/myth_game/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_myth_game_claude_n5_007_neutral_rep02_memtest_memory_primary_anything.json
google/gemini-3.7-flash,2,noise_uninformed,game_myth,2,75.0,202608252,202608252,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_game_myth_gemini_n5_007_neutral_rep02_memtest_memory_primary_anything.json
google/gemini-3.7-flash,2,noise_uninformed,myth_game,2,75.0,202608252,202608252,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_myth_game_gemini_n5/gemini-3.7-flash/myth_game/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_myth_game_gemini_n5_007_neutral_rep02_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,8,noise_uninformed,game_myth,2,54.650000000000006,202608252,202608252,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_myth_claude_n5/claude-sonnet-4.5/game_myth/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_game_myth_claude_n5_007_neutral_rep02_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,8,noise_uninformed,myth_game,2,60.2875,202608252,202608252,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_myth_game_claude_n5/claude-sonnet-4.5/myth_game/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_myth_game_claude_n5_007_neutral_rep02_memtest_memory_primary_anything.json
google/gemini-3.7-flash,8,noise_uninformed,game_myth,2,75.0,202608252,202608252,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_myth_gemini_n5/gemini-3.7-flash/game_myth/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_game_myth_gemini_n5_007_neutral_rep02_memtest_memory_primary_anything.json
google/gemini-3.7-flash,8,noise_uninformed,myth_game,2,75.0,202608252,202608252,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_myth_game_gemini_n5/gemini-3.7-flash/myth_game/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_myth_game_gemini_n5_007_neutral_rep02_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,2,noise_uninformed,game,2,47.25,202608252,202608252,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_claude_n5/claude-sonnet-4.5/game/figure2_noisy2_crossmodel_negative_game_r3_noise_uninformed/figure2_dyad_game_claude_n5_007_neutral_rep02.json
google/gemini-3.7-flash,2,noise_uninformed,game,2,75.0,202608252,202608252,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_gemini_n5/gemini-3.7-flash/game/figure2_noisy2_crossmodel_negative_game_r3_noise_uninformed/figure2_dyad_game_gemini_n5_007_neutral_rep02.json
anthropic/claude-sonnet-4.5,8,noise_uninformed,game,2,54.9375,202608252,202608252,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_claude_n5/claude-sonnet-4.5/game/figure2_noisy8_crossmodel_negative_game_r3_noise_uninformed/figure2_population_game_claude_n5_007_neutral_rep02.json
google/gemini-3.7-flash,8,noise_uninformed,game,2,75.0,202608252,202608252,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_gemini_n5/gemini-3.7-flash/game/figure2_noisy8_crossmodel_negative_game_r3_noise_uninformed/figure2_population_game_gemini_n5_007_neutral_rep02.json
anthropic/claude-sonnet-4.5,2,noise_uninformed,game_myth,3,47.870000000000005,202608253,202608253,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_game_myth_claude_n5_008_neutral_rep03_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,2,noise_uninformed,myth_game,3,66.6,202608253,202608253,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_myth_game_claude_n5/claude-sonnet-4.5/myth_game/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_myth_game_claude_n5_008_neutral_rep03_memtest_memory_primary_anything.json
google/gemini-3.7-flash,2,noise_uninformed,game_myth,3,75.0,202608253,202608253,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_game_myth_gemini_n5_008_neutral_rep03_memtest_memory_primary_anything.json
google/gemini-3.7-flash,2,noise_uninformed,myth_game,3,75.0,202608253,202608253,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_myth_game_gemini_n5/gemini-3.7-flash/myth_game/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_myth_game_gemini_n5_008_neutral_rep03_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,8,noise_uninformed,game_myth,3,55.6875,202608253,202608253,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_myth_claude_n5/claude-sonnet-4.5/game_myth/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_game_myth_claude_n5_008_neutral_rep03_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,8,noise_uninformed,myth_game,3,58.5375,202608253,202608253,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_myth_game_claude_n5/claude-sonnet-4.5/myth_game/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_myth_game_claude_n5_008_neutral_rep03_memtest_memory_primary_anything.json
google/gemini-3.7-flash,8,noise_uninformed,game_myth,3,75.0,202608253,202608253,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_myth_gemini_n5/gemini-3.7-flash/game_myth/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_game_myth_gemini_n5_008_neutral_rep03_memtest_memory_primary_anything.json
google/gemini-3.7-flash,8,noise_uninformed,myth_game,3,75.0,202608253,202608253,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_myth_game_gemini_n5/gemini-3.7-flash/myth_game/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_myth_game_gemini_n5_008_neutral_rep03_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,2,noise_uninformed,game,3,52.0,202608253,202608253,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_claude_n5/claude-sonnet-4.5/game/figure2_noisy2_crossmodel_negative_game_r3_noise_uninformed/figure2_dyad_game_claude_n5_008_neutral_rep03.json
google/gemini-3.7-flash,2,noise_uninformed,game,3,75.0,202608253,202608253,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_gemini_n5/gemini-3.7-flash/game/figure2_noisy2_crossmodel_negative_game_r3_noise_uninformed/figure2_dyad_game_gemini_n5_008_neutral_rep03.json
anthropic/claude-sonnet-4.5,8,noise_uninformed,game,3,59.9375,202608253,202608253,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_claude_n5/claude-sonnet-4.5/game/figure2_noisy8_crossmodel_negative_game_r3_noise_uninformed/figure2_population_game_claude_n5_008_neutral_rep03.json
google/gemini-3.7-flash,8,noise_uninformed,game,3,75.0,202608253,202608253,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_gemini_n5/gemini-3.7-flash/game/figure2_noisy8_crossmodel_negative_game_r3_noise_uninformed/figure2_population_game_gemini_n5_008_neutral_rep03.json
anthropic/claude-sonnet-4.5,2,noise_uninformed,game_myth,4,52.3,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_game_myth_claude_n5_009_neutral_rep04_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,2,noise_uninformed,myth_game,4,66.9,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_myth_game_claude_n5/claude-sonnet-4.5/myth_game/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_myth_game_claude_n5_009_neutral_rep04_memtest_memory_primary_anything.json
google/gemini-3.7-flash,2,noise_uninformed,game_myth,4,75.0,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_game_myth_gemini_n5_009_neutral_rep04_memtest_memory_primary_anything.json
google/gemini-3.7-flash,2,noise_uninformed,myth_game,4,75.0,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_myth_game_gemini_n5/gemini-3.7-flash/myth_game/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_myth_game_gemini_n5_009_neutral_rep04_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,8,noise_uninformed,game_myth,4,59.775,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_myth_claude_n5/claude-sonnet-4.5/game_myth/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_game_myth_claude_n5_009_neutral_rep04_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,8,noise_uninformed,myth_game,4,66.375,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_myth_game_claude_n5/claude-sonnet-4.5/myth_game/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_myth_game_claude_n5_009_neutral_rep04_memtest_memory_primary_anything.json
google/gemini-3.7-flash,8,noise_uninformed,game_myth,4,75.0,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_myth_gemini_n5/gemini-3.7-flash/game_myth/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_game_myth_gemini_n5_009_neutral_rep04_memtest_memory_primary_anything.json
google/gemini-3.7-flash,8,noise_uninformed,myth_game,4,75.0,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_myth_game_gemini_n5/gemini-3.7-flash/myth_game/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_myth_game_gemini_n5_009_neutral_rep04_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,2,noise_uninformed,game,4,51.8,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_claude_n5/claude-sonnet-4.5/game/figure2_noisy2_crossmodel_negative_game_r3_noise_uninformed/figure2_dyad_game_claude_n5_009_neutral_rep04.json
google/gemini-3.7-flash,2,noise_uninformed,game,4,75.0,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_gemini_n5/gemini-3.7-flash/game/figure2_noisy2_crossmodel_negative_game_r3_noise_uninformed/figure2_dyad_game_gemini_n5_009_neutral_rep04.json
anthropic/claude-sonnet-4.5,8,noise_uninformed,game,4,54.8875,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_claude_n5/claude-sonnet-4.5/game/figure2_noisy8_crossmodel_negative_game_r3_noise_uninformed/figure2_population_game_claude_n5_009_neutral_rep04.json
google/gemini-3.7-flash,8,noise_uninformed,game,4,75.0,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_gemini_n5/gemini-3.7-flash/game/figure2_noisy8_crossmodel_negative_game_r3_noise_uninformed/figure2_population_game_gemini_n5_009_neutral_rep04.json
openai/gpt-5-nano,2,noise_uninformed,game,2,25.0,202608252,202608252,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_gpt_n5/gpt-5-nano/game/figure2_noisy2_crossmodel_negative_game_r3_noise_uninformed/figure2_dyad_game_gpt_n5_007_neutral_rep02.json
openai/gpt-5-nano,2,noise_uninformed,game,3,25.0,202608253,202608253,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_gpt_n5/gpt-5-nano/game/figure2_noisy2_crossmodel_negative_game_r3_noise_uninformed/figure2_dyad_game_gpt_n5_008_neutral_rep03.json
openai/gpt-5-nano,8,noise_uninformed,game,3,25.0,202608253,202608253,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_gpt_n5/gpt-5-nano/game/figure2_noisy8_crossmodel_negative_game_r3_noise_uninformed/figure2_population_game_gpt_n5_008_neutral_rep03.json
openai/gpt-5-nano,8,noise_uninformed,game,1,25.0,202608251,202608251,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_gpt_n5/gpt-5-nano/game/figure2_noisy8_crossmodel_negative_game_r3_noise_uninformed/figure2_population_game_gpt_n5_006_neutral_rep01.json
openai/gpt-5-nano,8,noise_uninformed,game,2,26.25,202608252,202608252,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_gpt_n5/gpt-5-nano/game/figure2_noisy8_crossmodel_negative_game_r3_noise_uninformed/figure2_population_game_gpt_n5_007_neutral_rep02.json
openai/gpt-5-nano,2,noise_uninformed,game,4,25.0,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_gpt_n5/gpt-5-nano/game/figure2_noisy2_crossmodel_negative_game_r3_noise_uninformed/figure2_dyad_game_gpt_n5_009_neutral_rep04.json
openai/gpt-5-nano,2,noise_uninformed,game_myth,2,36.9,202608252,202608252,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_game_myth_gpt_n5_007_neutral_rep02_memtest_memory_primary_anything.json
openai/gpt-5-nano,2,noise_uninformed,game_myth,3,68.5,202608253,202608253,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_game_myth_gpt_n5_008_neutral_rep03_memtest_memory_primary_anything.json
openai/gpt-5-nano,2,noise_uninformed,myth_game,3,46.46000000000001,202608253,202608253,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_myth_game_gpt_n5/gpt-5-nano/myth_game/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_myth_game_gpt_n5_008_neutral_rep03_memtest_memory_primary_anything.json
openai/gpt-5-nano,2,noise_uninformed,myth_game,4,68.0,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_myth_game_gpt_n5/gpt-5-nano/myth_game/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_myth_game_gpt_n5_009_neutral_rep04_memtest_memory_primary_anything.json
